"productName","productFinalPrice","discounts","productRealPrice","vendor","location","rate"
"GAGA Mie Gepeng Goreng Ayam Lada Hitam 40 Pcs","Rp 108.000","0%","Rp 108.000","Gaga Official Store","Jakarta Selatan","0"
"Distibutor Keju Mozzarella Eurial kemasan 5 kg","Rp 512.000","0%","Rp 512.000","ORYZAFOOD.ID","Bekasi","0"
"Indomie Kaldu Ayam Isi 40 Pcs","Rp 79.459","0%","Rp 79.459","IDMARCO","Jakarta Timur","0"
"INDOMIE Ayam Bawang Isi 40 Pcs","Rp 88.174","0%","Rp 88.174","IDMARCO","Jakarta Timur","5"
"INDOMIE Ayam Special 68gr","Rp 6.600","0%","Rp 6.600","BIZ MART","Tangerang","0"
"SUPERIOR Bihun Putri Jagung 250gr Isi 12pcs","Rp 71.426","0%","Rp 71.426","Anak Mas Indah","Tangerang","0"
"KNORR Mashed Potato 4kg - isi 1pcs","Rp 315.995","0%","Rp 315.995","Anak Mas Indah","Tangerang","0"
"NONGSHIM Neoguri Udon 120gr","Rp 11.500","0%","Rp 11.500","BIGbox Asia","Tangerang","0"
"AMAZY Kekian Udang","Rp 28.000","0%","Rp 28.000","Amazy Frozen Food","Jakarta Selatan","0"
"INDOMIE Instan Kaldu Ayam","Rp 77.900","0%","Rp 77.900","Klikmart","Tangerang Selatan","0"
"INDOMIE Instan Kari Ayam","Rp 92.250","0%","Rp 92.250","Klikmart","Tangerang Selatan","0"
"SEDANI Makaroni Pipa Kecil 1Kg","Rp 16.000","0%","Rp 16.000","Usaha Kita","Tangerang Selatan","5"
"Bihun Jagung 320gr x 10 bungkus","Rp 57.000","0%","Rp 57.000","Usaha Kita","Tangerang Selatan","5"
"Rafins Peanuts Salted Egg 250 gr","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"Rafins Potato Salted Egg 100 gr","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"Rafins Pisang Sale 300 Gr","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"Rafins Snack Fish Skin HOT BOMB 70 gr","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"Rafins Snack Salted Egg Fish Skin 70 gr","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"Keripik Kentang Pedas Tanpa Ebi","Rp 30.000","0%","Rp 30.000","Selvi shop","Bogor","5"
"Pop Mie Soto Ayam Isi 12 Pcs","Rp 44.533","0%","Rp 44.533","IDMARCO","Jakarta Timur","0"
"Samyang Nuclear 2x Spicy Ramen - Grosir (Surabaya)","Rp 20.471","0%","Rp 20.471","Bakul Elite","Surabaya","0"
"Arirang Extra Hot Noodle - Grosir (Surabaya)","Rp 10.815","0%","Rp 10.815","Bakul Elite","Surabaya","0"
"ARIRANG Kimchi Soup - Grosir (Surabaya)","Rp 10.815","0%","Rp 10.815","Bakul Elite","Surabaya","0"
"INDOMIE Goreng Pedas 79gr","Rp 6.600","0%","Rp 6.600","BIZ MART","Tangerang","0"
"SKIPPY Peanut Butter Creamy 500g - China","Rp 64.000","0%","Rp 64.000","BIGbox Asia","Tangerang","5"
"ROSE BRAND Bihun Instant Ayam Bawang 1dus","Rp 72.700","0%","Rp 72.700","RoseBrand Store","Jakarta Selatan","0"
"Ikan Roa Tumbuk asli Manado","Rp 40.000","0%","Rp 40.000","DAPOER KITA","Bekasi","0"
"SARIMI Ayam Bawang 75gr","Rp 6.600","0%","Rp 6.600","BIZ MART","Tangerang","0"
"INDOMIE Goreng 1Dus Isi 40pcs","Rp 94.800","0%","Rp 94.800","PRATAMA SUPERMARKET BANGUNAN","Bekasi","4.97"
"INDOMIE Mie Instan Goreng 1 Dus Isi 40pcs","Rp 93.000","0%","Rp 93.000","Usaha Kita","Tangerang Selatan","5"
"San Remo Durum Wheat Bowties 500g – Australia","Rp 19.500","0%","Rp 19.500","BIGbox Asia","Tangerang","0"
"KNORR Mashed Potato Flakes 4Kg","Rp 352.700","0%","Rp 352.700","Unilever Food Solutions","Tangerang","5"
"Gaga Otak Otakku - 4 box","Rp 74.900","0%","Rp 74.900","Gaga Official Store","Jakarta Selatan","0"
"Sandwich Margarin Gula","Rp 3.825","-15%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"Roti Krim Cokelat","Rp 3.825","-15%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"LA FONTE Pasta-Chiferi Rigati No 206 500gr (6 Pcs)","Rp 82.620","-15%","Rp 97.200","FingerLand","Jakarta Pusat","0"
"KNORR MASHED POTATO MIX 500G 1 pc","Rp 47.241","-15%","Rp 55.578","Unilever Food Solutions","Tangerang","5"
"BU RUDY Sambal Terasi atau Bajak 130gr","Rp 32.000","0%","Rp 32.000","toserda","Bandung","0"
"MOMMY Seblak Basah Instan 100gr","Rp 13.000","0%","Rp 13.000","toserda","Bandung","0"
"FIESTA KENTANG 1kg","Rp 39.000","0%","Rp 39.000","Tuying Shop","Tangerang Selatan","5"
"Pretty In Pink","Rp 708.000","0%","Rp 708.000","Flower Advisior","Jakarta Barat","0"
"Healthiness Rising","Rp 718.000","0%","Rp 718.000","Flower Advisior","Jakarta Barat","0"
"Gregarious Grape","Rp 746.000","0%","Rp 746.000","Flower Advisior","Jakarta Barat","0"
"World Favourite","Rp 1.617.000","0%","Rp 1.617.000","Flower Advisior","Jakarta Barat","0"
"ABON BAWANG GORENG SUMENEP 500 GRAM ORIGINAL","Rp 185.000","0%","Rp 185.000","Relitzia Shop","Bekasi","0"
"ABON BAWANG GORENG SUMENEP 200 GRAM PEDAS","Rp 95.000","0%","Rp 95.000","Relitzia Shop","Bekasi","0"
"PEUCUN Bawang Goreng Teri Medan 135gr","Rp 43.500","0%","Rp 43.500","toserda","Bandung","0"
"3 AYAM Mie Telor Merah 200gr","Rp 12.000","0%","Rp 12.000","BIZ MART","Tangerang","5"
"SARIMI BasoSapi 75gr","Rp 6.600","0%","Rp 6.600","BIZ MART","Tangerang","0"
"INDOMIE Kocok Bandung 85gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"SARIMI 2 Rasa Baso Sapi 115gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"MIE SEDAP Goreng Ayam Krispi 84gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"MIE SEDAP Cup Kari Special 81gr","Rp 10.800","0%","Rp 10.800","BIZ MART","Tangerang","0"
"POGER Sambal Ikan Teri Petai","Rp 25.000","0%","Rp 25.000","Poger Foods","Surabaya","0"
"TJAP TOEKANG MASAK Sambel Jambal Original 400gr","Rp 71.000","0%","Rp 71.000","toserda","Bandung","0"
"GAGA Mie Gepeng Goreng Ayam Panggang 75gr","Rp 10.800","0%","Rp 10.800","BIZ MART","Tangerang","0"
"POP MIE Cup Baso 75gr","Rp 13.500","0%","Rp 13.500","BIZ MART","Tangerang","0"
"SARIMI 2 Mie Goreng Ayam Kremes 125gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"SARIMI 2 Kari Spesial 115gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"INDOMIE Soto Banjar 85gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"BAWANG JAGOAN Bawang Goreng Teri 80gr","Rp 27.000","0%","Rp 27.000","toserda","Bandung","5"
"PRIMA SOSIS Beef Frank Original Keju Black Papper 1000gr","Rp 115.000","0%","Rp 115.000","Toko Buku Nadya","Bandung","5"
"Seblak Baper Instan Original paket 5pcs","Rp 80.000","0%","Rp 80.000","Bude.Baby","Bandung","5"
"Paket Ngemil Cilok Baper 3pcs","Rp 58.000","0%","Rp 58.000","Bude.Baby","Bandung","0"
"KOKA Mi Goreng Pedas Singapore 85gr","Rp 10.500","0%","Rp 10.500","toserda","Bandung","5"
"MIE SEDAP Ayam Bawang Telur 73gr","Rp 6.150","0%","Rp 6.150","BIZ MART","Tangerang","0"
"SAMYANG Hot Chicken Ramen Stew 140gr 5pcs","Rp 124.000","0%","Rp 124.000","Morning Chocolate","Jakarta Barat","0"
"INDOMIE Soto Banjar Limau Kuit 85GR","Rp 145.000","0%","Rp 145.000","toko syaddad","Banjarmasin","0"
"INDOMIE Soto Banjar Limau Kuit 85gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"BIDADARI Abon Ikan Pedas 100gr","Rp 27.500","0%","Rp 27.500","toserda","Bandung","0"
"Migelas CUP MT Ayam Bawang","Rp 220.000","0%","Rp 220.000","Mayora Official Store","Jakarta Barat","0"
"Migelas CUP MT Soto Ayam","Rp 220.000","0%","Rp 220.000","Mayora Official Store","Jakarta Barat","0"
"Bakmi Mewah Goreng Komplit 110 Gr","Rp 180.000","0%","Rp 180.000","Mayora Official Store","Jakarta Barat","0"
"Grosir Bebek Asap Utuh Spice Islands Indonesia","Rp 270.000","0%","Rp 270.000","Toko Rempah Bumbu","Tangerang","0"
"SEDAAP Mie Ayam Bawang 1Karton Isi 40pcs","Rp 83.400","0%","Rp 83.400","BIZ MART","Tangerang","0"
"Tahu Pong Kotak Pack","Rp 3.700","0%","Rp 3.700","Paskomnas","Tangerang","0"
"Tahu Tofu Kongkee Ayam Pcs","Rp 6.200","0%","Rp 6.200","Paskomnas","Tangerang","0"
"Tahu Coklat Segiempat Pack","Rp 3.700","0%","Rp 3.700","Paskomnas","Tangerang","0"
"FITMEE Mie Instan Rasa Soto","Rp 18.000","0%","Rp 18.000","Fitmee Official Store","Jakarta Utara","0"
"FITMEE Mie Instan Rasa Soto Isi 8","Rp 144.000","0%","Rp 144.000","Fitmee Official Store","Jakarta Utara","0"
"FITMEE Mix Rasa Isi 6","Rp 108.000","0%","Rp 108.000","Fitmee Official Store","Jakarta Utara","0"
"SUN Tim Instan Rasa Cokelat Susu Baru Isi 6 pcs","Rp 66.433","0%","Rp 66.433","IDMARCO","Jakarta Timur","0"
"Indomie Goreng Sambal Matah Isi 40","Rp 93.686","0%","Rp 93.686","IDMARCO","Jakarta Timur","0"
"Indomie Kari Ayam Isi 40 Pcs","Rp 94.631","0%","Rp 94.631","IDMARCO","Jakarta Timur","0"
"SUN Bubur Sereal Susu Rasa Kacang Hijau Sachet 20 gr isi 80 sachet","Rp 101.280","0%","Rp 101.280","IDMARCO","Jakarta Timur","0"
"Mie indomie goreng 85 gram","Rp 96.500","0%","Rp 96.500","Toko sembako cilegon","Cilegon","0"
"BORGES Fusili Pasta 12x500gr/Ctn","Rp 440.000","0%","Rp 440.000","FingerLand","Jakarta Pusat","0"
"GREEN VALLEY Macaroni and Cheese 24x200Gr/Box","Rp 872.000","0%","Rp 872.000","FingerLand","Jakarta Pusat","0"
"GREEN VALLEY Macaroni and Cheese Alfredo Sauce 24x200Gr/Ctn","Rp 639.000","0%","Rp 639.000","FingerLand","Jakarta Pusat","0"
"Paket Hemat III","Rp 123.500","0%","Rp 123.500","FingerLand","Jakarta Pusat","0"
"Paket Hemat VI","Rp 179.500","0%","Rp 179.500","FingerLand","Jakarta Pusat","0"
"BOBO Small Xi Dao Fish Cake 30x200Gr/Ctn","Rp 733.500","0%","Rp 733.500","FingerLand","Jakarta Pusat","0"
"LA FONTE Pasta-Chiferi Rigati no 206 20x500Gr/Ctn","Rp 302.500","0%","Rp 302.500","FingerLand","Jakarta Pusat","0"
"indomie soto 75 gram/40 pcs","Rp 88.000","0%","Rp 88.000","toko kelontong","Cilegon","0"
"VITA Soda Kue 20 gram, isi 400 bungkus","Rp 287.000","0%","Rp 287.000","PD. Sahang Mas","Palembang","0"
"Tempe - Papan","Rp 5.100","0%","Rp 5.100","Pasar Komoditi Nasional","Tangerang","0"
"Telur Ayam","Rp 27.100","0%","Rp 27.100","Pasar Komoditi Nasional","Tangerang","0"
"Roti Krim Cokelat Vanila","Rp 4.500","0%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"Roti Krim Moka","Rp 4.500","0%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"Sandwich Keju","Rp 4.500","0%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"SOSIS IKAN SIAP MAKAN ISI 24 PCS","Rp 22.500","0%","Rp 22.500","Berdua Store","Jakarta Timur","0"
"Gaga Mie Gepeng Ayam Lada Hitam - 5 pcs","Rp 12.000","0%","Rp 12.000","Gaga Official Store","Jakarta Selatan","0"
"Gaga Mie 1000 Goreng Spesial - 5 pcs","Rp 6.000","0%","Rp 6.000","Gaga Official Store","Jakarta Selatan","0"
"Gaga Mie 1000 Soto - 5 pcs","Rp 5.000","0%","Rp 5.000","Gaga Official Store","Jakarta Selatan","0"
"Gaga 100 GORENG Ektra Pedas jalapeno - 5 pcs","Rp 13.500","0%","Rp 13.500","Gaga Official Store","Jakarta Selatan","0"
"Gaga 100 goreng ektra pedas lada hitam - 5 pcs","Rp 13.500","0%","Rp 13.500","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie Gepeng Soto Cabe Hijau - 10 pcs","Rp 24.000","0%","Rp 24.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie 1000 Ayam Bawang 10 Pcs","Rp 12.000","0%","Rp 12.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA 100 Kuah Pedas Soto - 10 pcs","Rp 26.000","0%","Rp 26.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie Telor Kuning - 10 pcs","Rp 36.000","0%","Rp 36.000","Gaga Official Store","Jakarta Selatan","0"
"ROSE BRAND Bihun Asam Pedas 55gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"INDOMIE Ayam Bawang 40 Pcs/ctn","Rp 91.000","0%","Rp 91.000","Toko kaif bersaudara","Serang","5"
"Indomie Goreng Rendang","Rp 96.000","0%","Rp 96.000","Toko kaif bersaudara","Serang","4.99"
"AMAZY Fried Chicken Frozen 400 gr","Rp 39.000","0%","Rp 39.000","Amazy Frozen Food","Jakarta Selatan","0"
"INDOMIE Instan Goreng 80g","Rp 90.750","0%","Rp 90.750","Klikmart","Tangerang Selatan","0"
"Pop Mie Ayam Isi 24 Pcs","Rp 89.066","0%","Rp 89.066","IDMARCO","Jakarta Timur","0"
"KOKOLA MALKIST SUSU 18PCS X 238 GR","Rp 81.000","0%","Rp 81.000","CV Wijaya santoso","Surabaya","0"
"JOFRANS Bakso Sapi 500 gr","Rp 27.500","0%","Rp 27.500","UD Berkah Tiga Pilar","Tangerang","0"
"Rafins Banana Salted Egg","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"LOC Teri Nasi Harga Grosir Kemasan 1 Kg","Rp 77.500","0%","Rp 77.500","Jambal Roti Cilacap","Cilacap","5"
"ROSE BRAND Bihun 250 gr 1dus","Rp 214.600","0%","Rp 214.600","RoseBrand Store","Jakarta Selatan","0"
"MIE SEDAP Soto 75gr","Rp 6.150","0%","Rp 6.150","BIZ MART","Tangerang","0"
"GEMEZ Enaak Mie Siap Makan 24gr","Rp 12.495","0%","Rp 12.495","BIZ MART","Tangerang","5"
"INDOMIE Goreng Dus Isi 40 Pcs","Rp 94.900","0%","Rp 94.900","Khaira Jaya","Jakarta Utara","4.5"
"INDOMIE Kuah Rasa Ayam Bawang 1Dus Isi 40pcs","Rp 91.200","0%","Rp 91.200","PRATAMA SUPERMARKET BANGUNAN","Bekasi","4.95"
"KNORR Sup Krim Ayam Pouch 1kg","Rp 91.600","0%","Rp 91.600","Unilever Food Solutions","Tangerang","0"
"SAMBEL MERTUA Sambel Bawang 180gr","Rp 26.000","0%","Rp 26.000","toserda","Bandung","5"
"SAMBEL MERTUA Sambel Teri 80gr","Rp 26.000","0%","Rp 26.000","toserda","Bandung","0"
"6 botol PEUCUN Sambel Kering Kentang 120gr","Rp 210.900","0%","Rp 210.900","toserda","Bandung","0"
"6 botol PEUCUN Bawang Goreng Teri Medan 135gr","Rp 247.950","0%","Rp 247.950","toserda","Bandung","0"
"6 botol TJAP TOEKANG MASAK Sambel Jambal Original 400gr","Rp 404.700","0%","Rp 404.700","toserda","Bandung","0"
"Fruity and Flowery","Rp 801.000","0%","Rp 801.000","Flower Advisior","Jakarta Barat","0"
"Summer Fresh","Rp 904.000","0%","Rp 904.000","Flower Advisior","Jakarta Barat","0"
"INDOMIE Rasa Soto Medan 70gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"ABC Mie Cup Instan Ayam Bawang 60gr","Rp 13.500","0%","Rp 13.500","BIZ MART","Tangerang","0"
"ABC Mie Cup Instan Gulai Ayam Pedas 60gr","Rp 13.500","0%","Rp 13.500","BIZ MART","Tangerang","0"
"ABC Mie Gulai Ayam Pds 60gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"MIE SEDAP Cup Baso 70gr","Rp 10.800","0%","Rp 10.800","BIZ MART","Tangerang","0"
"SARIMI Rasa Tongseng Ayam Dua 120gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"POP MIE Mini Ayam Bawang 35gr","Rp 10.500","0%","Rp 10.500","BIZ MART","Tangerang","0"
"Country Indulgence","Rp 933.000","0%","Rp 933.000","Flower Advisior","Jakarta Barat","0"
"Basketful of Treats","Rp 1.494.000","0%","Rp 1.494.000","Flower Advisior","Jakarta Barat","0"
"For Health`s Sake","Rp 578.000","0%","Rp 578.000","Flower Advisior","Jakarta Barat","0"
"Exotic Bliss","Rp 910.000","0%","Rp 910.000","Flower Advisior","Jakarta Barat","0"
"ABC Mie Cup Instan Kari Ayam 60gr","Rp 13.500","0%","Rp 13.500","BIZ MART","Tangerang","0"
"CAP AYAM 2 Telor Mie Telor Lebar Keriting 135gr","Rp 14.100","0%","Rp 14.100","BIZ MART","Tangerang","0"
"INDOMIE Goreng Rasa Rendang 91gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"ROSE BRAND Bihun Soto Ayam 55gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"CAKALANG Abon Ikan Kecil 70gr","Rp 27.000","0%","Rp 27.000","toserda","Bandung","0"
"6pcs OMMASON MAT Kimchi 215gr","Rp 148.200","0%","Rp 148.200","toserda","Bandung","0"
"6 botol SAMBEL MERTUA Sambel Bawang Goreng Pedas 80gr","Rp 148.200","0%","Rp 148.200","toserda","Bandung","0"
"ABC Mie Goreng Ayam Pedas Limau 60gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"KOKA Laksa Singapura 90gr","Rp 10.500","0%","Rp 10.500","toserda","Bandung","5"
"INDOMIE Goreng Sambal Rica Rica 85gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"MIE SEDAP Cup Ayam Bawang Telur 77gr","Rp 10.800","0%","Rp 10.800","BIZ MART","Tangerang","0"
"SAMYANG Hot Chicken Ramen Spicy 140gr 5pcs","Rp 89.000","0%","Rp 89.000","Morning Chocolate","Jakarta Barat","4.77"
"SAMYANG Hot Chicken Ramen Cheese 140gr 5pcs","Rp 99.000","0%","Rp 99.000","Morning Chocolate","Jakarta Barat","4.87"
"INDOMIE Soto Spesial 75gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"Bakmi Mewah Ayam 110 Gr","Rp 180.000","0%","Rp 180.000","Mayora Official Store","Jakarta Barat","5"
"Grosir Ayam Panggang Rosemary Spice Islands Indonesia","Rp 120.000","0%","Rp 120.000","Toko Rempah Bumbu","Tangerang","0"
"Mie Telor Cap Atom Bulan 200gr","Rp 5.150","0%","Rp 5.150","Toko Monic","Tangerang Selatan","5"
"Tahu Serpong Pack","Rp 5.000","0%","Rp 5.000","Paskomnas","Tangerang","0"
"PAZAR Bawang Goreng 80gr","Rp 30.000","0%","Rp 30.000","Bumbu Dapurku","Tangerang","0"
"LOC Ikan Asin Jambal Roti 1 Kg","Rp 80.000","0%","Rp 80.000","Jambal Roti Cilacap","Cilacap","0"
"INDOMIE Goreng Sambal Matah 85gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"FITMEE Mie Goreng Korea Isi 8","Rp 144.000","0%","Rp 144.000","Fitmee Official Store","Jakarta Utara","0"
"SUN Tim Instan Rasa Ati Ayam Baru Isi 6 pcs","Rp 66.433","0%","Rp 66.433","IDMARCO","Jakarta Timur","0"
"Indomie Goreng Rendang","Rp 93.686","0%","Rp 93.686","IDMARCO","Jakarta Timur","0"
"Promina Nasi Tim Rasa Ayam Tomat Wortel 100 gr","Rp 366.452","0%","Rp 366.452","IDMARCO","Jakarta Timur","0"
"Distibutor Keju Mozzarella Eurial kemasan 2,5 kg","Rp 275.000","0%","Rp 275.000","ORYZAFOOD.ID","Bekasi","0"
"Distributor Potato flakes (Kentang bubuk) Lutosa 1 kg","Rp 55.000","0%","Rp 55.000","ORYZAFOOD.ID","Bekasi","0"
"ENGEL Mashed Potato Broccoli 8x3x45Gr/Ctn","Rp 323.000","0%","Rp 323.000","FingerLand","Jakarta Pusat","0"
"ENGEL Mashed Potato Chili Tex-mex 8x3x45Gr/Ctn","Rp 323.000","0%","Rp 323.000","FingerLand","Jakarta Pusat","0"
"ENGEL Instant Mushroom Soup 8x3x50Gr/Ctn","Rp 323.000","0%","Rp 323.000","FingerLand","Jakarta Pusat","0"
"Paket Hemat IV","Rp 123.500","0%","Rp 123.500","FingerLand","Jakarta Pusat","0"
"Paket Hemat V","Rp 179.500","0%","Rp 179.500","FingerLand","Jakarta Pusat","0"
"PAGI Agar-agar 7 gr, isi 288 bungkus","Rp 680.000","0%","Rp 680.000","PD. Sahang Mas","Palembang","0"
"Tahu Kuning Pack","Rp 7.700","0%","Rp 7.700","Pasar Komoditi Nasional","Tangerang","0"
"Roti Krim Kapucino","Rp 4.500","0%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"Sandwich Kacang","Rp 4.500","0%","Rp 4.500","Sari Roti","Jakarta Selatan","0"
"San Remo Penne 500g – Australia","Rp 19.000","0%","Rp 19.000","BIGbox Asia","Tangerang","0"
"San Remo Instant Lasagna 250g - Australia","Rp 25.000","0%","Rp 25.000","BIGbox Asia","Tangerang","5"
"SAN REMO Spinach Fettuccine 500gr - Australia","Rp 19.000","0%","Rp 19.000","BIGbox Asia","Tangerang","0"
"Telur Ayam 1 kg","Rp 28.300","0%","Rp 28.300","Paskomnas","Tangerang","0"
"Mi Telor Kuning Isi 20 pcs","Rp 71.999","0%","Rp 71.999","IDMARCO","Jakarta Timur","0"
"Pop Mie Soto Ayam Isi 24 Pcs","Rp 89.066","0%","Rp 89.066","IDMARCO","Jakarta Timur","5"
"Gaga Mie Gepeng Soto Cabe Hijau - 5 pcs","Rp 12.000","0%","Rp 12.000","Gaga Official Store","Jakarta Selatan","0"
"Gaga Mie telor kuning - 5 pcs","Rp 18.000","0%","Rp 18.000","Gaga Official Store","Jakarta Selatan","0"
"Gaga BAKMI 200GR - 5 pcs","Rp 30.000","0%","Rp 30.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie 100 Goreng Ektra Pedas Jalapeno 10pcs","Rp 27.000","0%","Rp 27.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie Gepeng Goreng Ayam Panggang -10 pcs","Rp 25.000","0%","Rp 25.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie 1000 Ayam Bawang 1 Dus Isi 40 pcs","Rp 48.000","0%","Rp 48.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA 100 Goreng Ekstra Pedas Lada Hitam - 10pcs","Rp 27.000","0%","Rp 27.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Bakmi 200gr 10 Pcs","Rp 60.000","0%","Rp 60.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA Mie 1000 Goreng Special 10 Pcs","Rp 12.000","0%","Rp 12.000","Gaga Official Store","Jakarta Selatan","0"
"GAGA 100 Mie Goreng Ekstra Pedas Jalapeno 40 Pcs","Rp 108.000","0%","Rp 108.000","Gaga Official Store","Jakarta Selatan","0"
"SAPI QURBAN LOKAL SUMBAR","Rp 14.300.000","0%","Rp 14.300.000","RUMAH TERNAK ANDALAS","Padang","0"
"FITMEE Mix Rasa Isi 4","Rp 72.000","0%","Rp 72.000","Fitmee Official Store","Jakarta Utara","5"
"XIANGLONG Cap Naga Sohun Kecil 100gr Isi 250pcs","Rp 666.250","0%","Rp 666.250","Anak Mas Indah","Tangerang","0"
"SU Cap Naga Sohun Mini 50gr Isi 500pcs","Rp 648.225","0%","Rp 648.225","Anak Mas Indah","Tangerang","0"
"SU Cap Naga Sohun Sedang 250gr Isi 100pcs","Rp 584.250","0%","Rp 584.250","Anak Mas Indah","Tangerang","0"
"Dapros asoy Mentah Kemasan 1 kg OlehOleh Garut Bandung Sunda","Rp 55.000","0%","Rp 55.000","Oleh Oleh Garut09","Garut","0"
"Siomay kering 250 gram campuran Seblak oleh oleh garut bandung sunda bdg","Rp 15.000","0%","Rp 15.000","Oleh Oleh Garut09","Garut","5"
"KERING TEMPE PEDAS MANIS GURIH","Rp 122.250","0%","Rp 122.250","Kemilau Shop","Semarang","0"
"AMAZY Chicken Katsu Frozen 250 gr","Rp 29.000","0%","Rp 29.000","Amazy Frozen Food","Jakarta Selatan","0"
"AMAZY Ekado Frozen","Rp 30.000","0%","Rp 30.000","Amazy Frozen Food","Jakarta Selatan","0"
"AMAZY Chicken Patty","Rp 25.000","0%","Rp 25.000","Amazy Frozen Food","Jakarta Selatan","0"
"GAGA 100 Kuah Ekstra Pedas Jalapeno - 10 pcs","Rp 26.000","0%","Rp 26.000","Gaga Official Store","Jakarta Selatan","0"
"Gaga Bakmi 200 gr ( 2 pcs) free Sepasang Sumpit Melamin","Rp 12.000","0%","Rp 12.000","Gaga Official Store","Jakarta Selatan","0"
"Rafins Kripik Singkong Taro Salted Egg 130 gr","Rp 25.000","0%","Rp 25.000","RAFINS SNACK","Bandar Lampung","0"
"ARIRANG Salted Egg - Grosir (Surabaya)","Rp 15.450","0%","Rp 15.450","Bakul Elite","Surabaya","0"
"Mie Gaga Extra Pedas - Kuah Jalapeno - Grosir (Surabaya)","Rp 2.472","0%","Rp 2.472","Bakul Elite","Surabaya","0"
"Inaco Jelly - Grosir (Surabaya)","Rp 26.265","0%","Rp 26.265","Bakul Elite","Surabaya","0"
"Arirang Chicken Fried Noodle - Grosir (Surabaya)","Rp 10.815","0%","Rp 10.815","Bakul Elite","Surabaya","0"
"Samyang Hot Chicken Ramen - Grosir (Surabaya)","Rp 15.965","0%","Rp 15.965","Bakul Elite","Surabaya","0"
"SARIMI 2 Mie Gulai Ayam 115gr","Rp 9.000","0%","Rp 9.000","BIZ MART","Tangerang","0"
"LOC Teri Nasi Asli Cilacap Ikan Asin Kemasan 250 Gram","Rp 25.000","0%","Rp 25.000","Jambal Roti Cilacap","Cilacap","0"
"Indomie Mie Goreng Special Mie Instant 85 g/ 40 pcs","Rp 91.752","0%","Rp 91.752","Bhinneka Pangan","Jakarta Barat","0"
"Indomie Soto Mie Instan 75 g/40 pcs","Rp 86.500","0%","Rp 86.500","Bhinneka Pangan","Jakarta Barat","0"
"ROSE BRAND Bihun Instant Soto Ayam 1dus","Rp 72.700","0%","Rp 72.700","RoseBrand Store","Jakarta Selatan","0"
"JENGKOL BALADO IRIS NYUSSSS","Rp 50.000","0%","Rp 50.000","DAPOER KITA","Bekasi","0"
"DJARUM Super 12/Slope","Rp 176.000","0%","Rp 176.000","Hanan Store","Semarang","5"
"MIE SEDAP Sambal Goreng 88gr","Rp 6.900","0%","Rp 6.900","BIZ MART","Tangerang","0"
"INDOMIE Kari Ayam 40pcs/Dus","Rp 95.000","0%","Rp 95.000","Bunda Shop","Tangerang Selatan","0"
